Headline,Date,Price movement
"#Mid-morning Market* KLCI reverses loss, edges up",22/03/2013,Up
"#Market Open* KLCI down, on course for weekly loss",22/03/2013,Up
"Market Open: KLCI down, on course for weekly loss",22/03/2013,Up
#Highlight* The Icon and the Tan Sris,21/03/2013,Down
Highlight: The Icon and the Tan Sris,21/03/2013,Down
Bright outlook for glove sector,21/03/2013,Down
Bright outlook for glove sector,21/03/2013,Down
#Market Open* KLCI falls 0.34% in early trade,20/03/2013,Down
Market Open: KLCI falls 0.34% in early trade,20/03/2013,Down
BIMB Securities maintains Overweight on Rubber glove sector,20/03/2013,Down
"#Market Open* KLCI down on GE jitters, euro zone pessimism",19/03/2013,Up
"Market Open: KLCI down on GE jitters, euro zone pessimism",19/03/2013,Up
Nitrile gloves lead the way,18/03/2013,Up
Glovemakers brace for margin squeeze,18/03/2013,Up
Hot Stock: Top Glove falls on lower 2Q profit,15/03/2013,Down
#Hot Stock* Top Glove falls on lower 2Q profit,15/03/2013,Down
#Mid-morning Market* KLCI remains in the red in lacklustre trade,15/03/2013,Down
Mid-morning Market: KLCI remains in the red in lacklustre trade,15/03/2013,Down
Top Glove expects better 2H,15/03/2013,Down
"BIMB Securities maintains Buy on Top Glove, target price RM6.43",15/03/2013,Down
"#Stocks To Watch* Astro, SP Setia, Top Glove, MBf, Salcon, UEM and BHIC",14/03/2013,Down
"Stocks To Watch: Astro, SP Setia, Top Glove, MBf, Salcon, UEM and BHIC",14/03/2013,Down
Top Glove 2Q profit falls on costlier labour,14/03/2013,Down
"#Flash* Top Glove 2Q net profit falls 6%, revenue up 5%",14/03/2013,Down
Watching the price of latex,14/03/2013,Down
"#Stocks To Watch* IHH, Sapura Industrial, Sanichi, Pesona, Top Glove and technology firms",13/03/2013,Down
"Stocks To Watch: IHH, Sapura Industrial, Sanichi, Pesona, Top Glove and technology firms",13/03/2013,Down
"Affin sees fall in Top Glove 2Q profit, 1H in line",13/03/2013,Down
"CIMB Research maintains Outperform on Supermax, target price RM2.37",07/03/2013,Up
Top Glove to acquire tycoon’s building,06/03/2013,Down
"#Stocks To Watch* Plantations, Pintaras Jaya, Top Glove, Inari, UEM, Armada, Sime, TM, IHH and SPK",05/03/2013,Down
"Stocks To Watch: Plantations, Pintaras Jaya, Top Glove, Inari, UEM, Armada, Sime, TM, IHH and SPK",05/03/2013,Down
#Mid-morning Market* Limited gains on disappointing quarterly earnings,04/03/2013,Up
"#Market Open* KLCI edges up, gains expected to stay muted",04/03/2013,Up
"Market Open: KLCI edges up, gains expected to stay muted",04/03/2013,Up
#Midday Market* Limited gains for KLCI on earnings letdown,01/03/2013,Up
Midday Market: Limited gains for KLCI on earnings letdown,01/03/2013,Up
"#Stocks To Watch* IHH, FGV, Maxis, Carlsberg, Lion Diversified, JTI, Supermax, Star and Padini",26/02/2013,Down
"Stocks To Watch: IHH, FGV, Maxis, Carlsberg, Lion Diversified, JTI, Supermax, Star and Padini",26/02/2013,Down
Kossan acquiring land for expansion,20/02/2013,Up
"#Midday market* KLCI stays above 1,630-level",14/02/2013,Down
#Market open* KLCI extends gain in early trade,14/02/2013,Down
#Midday market* KLCI remains lacklustre at midday as Asian markets slip,05/02/2013,Up
Midday Market: KLCI remains lacklustre at midday as Asian markets slip,05/02/2013,Up
"#Hot Stocks* Value investors eye Top Glove, Hartalega",05/02/2013,Up
"Hot Stocks: Value investors eye Top Glove, Hartalega",05/02/2013,Up
"#Mid Morning Market* KLCI slips at mid-morning, blue chips & Genting weigh",05/02/2013,Up
"#Market Open* KLCI edges up in early trade, gains seen limited",05/02/2013,Up
"Market Open: KLCI edges up in early trade, gains seen limited",05/02/2013,Up
"#Stocks to Watch* Alam Maritim, CB Industrial, Protasco, Sunway REIT, rubber glove manufacturers",04/02/2013,Up
#Market Close* KLCI closes higher but reverses some gains,04/02/2013,Up
Market Close: KLCI closes higher but reverses some gains,04/02/2013,Up
New foreign worker levy to help glove sector,31/01/2013,Up
2013 a year of two halves,24/01/2013,#N/A
Glove stocks beat KLCI by 7%,23/01/2013,Down
"CIMB: 'Buy' Hartalega, Supermax in glove sector upgrade",22/01/2013,Down
"#Stocks to Watch* Index-linked stocks, plantations, Top Glove, Prestariang, Axis REIT",21/01/2013,Up
"#Hot Stocks* Top Glove, Supermax up on US flu epidemic",16/01/2013,Up
"Hot Stocks: Top Glove, Supermax up on US flu epidemic",16/01/2013,Up
#Midday Market* KLCI loses 0.3% on profit-taking,16/01/2013,Up
Midday Market: KLCI loses 0.3% on profit-taking,16/01/2013,Up
#Midday Market* Limited gains on KLCI,14/01/2013,Down
Midday Market: Limited gains on KLCI,14/01/2013,Down
#Mid-morning market* Subdued gains for KLCI,14/01/2013,Down
Mid-morning market: Subdued gains for KLCI,14/01/2013,Down
#Exclusive* Top Glove eyes land in Africa,14/01/2013,Down
Exclusive: Top Glove eyes land in Africa,14/01/2013,Down
"#Market Close* KLCI closes 9.88 points lower w-o-w, Genting weighs",11/01/2013,Up
"Market close: KLCI closes 9.88 points lower w-o-w, Genting weighs",11/01/2013,Up
#Hot Stocks* Rubber glove stocks rise on positive news flow,11/01/2013,Up
Hot Stocks: Rubber glove stocks rise on positive news flow,11/01/2013,Up
"Ominous 1,699.68 peak sighted",11/01/2013,Up
#Market open* KLCI rises in tandem with global markets,11/01/2013,Up
Market open: KLCI rises in tandem with global markets,11/01/2013,Up
"#Stocks to Watch* HSL, Tiong Nam, Patimas, Top Glove, Advance Synergy",10/01/2013,Down
"#Market Close* KLCI closes lower; Patimas, Tiong Nam queried",10/01/2013,Down
"Market Close: KLCI closes lower; Patimas, Tiong Nam queried",10/01/2013,Down
#Hot Stock* Top Glove gains 1.3% on FY2013 strategy,09/01/2013,Down
Hot Stock: Top Glove gains 1.3% on FY2013 strategy,09/01/2013,Down
Top Glove sees 15% volume growth,09/01/2013,Down
"CIMB Research maintains Neutral on Top Glove, target price RM5.97",09/01/2013,Down
"#Stocks to watch* LPI Capital, Top Glove, Paramount, SILK, plantations",08/01/2013,Down
Top Glove plans 10-15% volume growth to mitigate lower glove prices,08/01/2013,Down
Top Glove sees 50% rise in labour cost after minimum wage policy,08/01/2013,Down
"#FLASH* Top Glove sees 10-15% rise in volume FY13, lower glove prices",08/01/2013,Down
"#Hot Stock* Adventa jumps to 18-month high on prospects, speculation",07/01/2013,Down
"Hot Stock: Adjusted Adventa share jumps 67% ex-dividend, capital repayment",04/01/2013,Up
"#Hot Stock* Adjusted Adventa share jumps 67% ex-dividend, capital repayment",04/01/2013,Up
Healthcare demand fuelled by favourable demographics,03/01/2013,Down
OSK Research maintains ‘overweight’ on rubber gloves industry,31/12/2012,Up
"#Hot Stock* IRCB plunges to all-time low on loan defaults, PN17",28/12/2012,Up
"Hot Stock: IRCB plunges to all-time low on loan defaults, PN17",28/12/2012,Up
"#Mid-morning market* KLCI extends gains, set to test all-time high",27/12/2012,Down
"Mid-morning market: KLCI extends gains, set to test all-time high",27/12/2012,Down
Current debt-to-GDP ratio within safe zone,27/12/2012,Down
#Mid-Morning Market* KLCI rises firmly at mid-morning,24/12/2012,Down
KLCI rises firmly at mid-morning,24/12/2012,Down
"#Mid-Morning Market* KLCI stays lackluster, overbought index halts advance",21/12/2012,Up
#Market open* KLCI edges lower on mild profit taking,21/12/2012,Up
#Market Close* KLCI starts week on weaker note,17/12/2012,Up
#Market Close* KLCI starts week on weaker note,17/12/2012,Up
Market Close: KLCI starts week on weaker note,17/12/2012,Up
"#Hot Stocks* Top Glove, Supermax, Hartalega gain, after recent falls",17/12/2012,Up
"Hot Stocks: Top Glove, Supermax, Hartalega gain, after recent falls",17/12/2012,Up
#Midday Market* KLCI stays in the red at midday,17/12/2012,Up
Midday market: KLCI stays in the red at midday,17/12/2012,Up
"#Mid-morning market* KLCI stays in the red, Genting & blue chips weigh",17/12/2012,Up
"Mid-morning market: KLCI stays in the red, Genting & blue chips weigh",17/12/2012,Up
Top Glove on an upswing,17/12/2012,Up
"#Market Close* KLCI closes lower, but gains 35.7 points w-o-w",14/12/2012,Up
"Market close: KLCI closes lower, but gains 35.7 points w-o-w",14/12/2012,Up
Top Glove profit rises 83% from year earlier,14/12/2012,Up
CIMB ups Top Glove’s TP to RM 5.97 after 1Q results,14/12/2012,Up
"Maybank IB Research maintains Hold on Top Glove, target price RM6.10",14/12/2012,Up
"#Stocks to Watch* Top Glove, Axiata, Axis-REIT, KUB Malaysia",13/12/2012,Down
"Top Glove, Axiata, Axis-REIT, KUB Malaysia",13/12/2012,Down
Top Glove 1Q profit rises 83%,13/12/2012,Down
Market uncertainty to continue,12/12/2012,Down
Maybank IB Research downgrades Rubber Gloves sector to Neutral,12/12/2012,Down
Top Glove expects a robust first quarter,11/12/2012,Up
"#Mid-day market* KLCI nudges up at mid-day break, gains seen limited",06/12/2012,Up
"#Mid-day market* KLCI nudges up at mid-day break, gains seen limited",06/12/2012,Up
Hartalega scores hat trick on Forbes Asia,05/12/2012,Down
"#Stocks to Watch* Sunway, Telekom, DSC Solutions",04/12/2012,Up
"Sunway, Telekom, DSC Solutions",04/12/2012,Up
"#Hot stock* Top Glove falls 3% on downgrade, recoups losses",03/12/2012,Down
#Market Open* KLCI starts December on tepid note,03/12/2012,Down
Market Open: KLCI starts December on tepid note,03/12/2012,Down
M&A will shake out over two-thirds of glove makers,29/11/2012,Up
Supermax chief: Rubber glove industry to consolidate,28/11/2012,Up
Nominees shortlisted for E&Y 2012 awards: Fong ventures into shoemaking,26/11/2012,Down
#Market Close* KLCI closes 14.9 points lower w-o-w,23/11/2012,Down
Market Close: KLCI closes 14.9 points lower w-o-w,23/11/2012,Down
"#Market Close* KLCI dips marginally, comes off one-year low",21/11/2012,Down
"Market Close: KLCI dips marginally, comes off one-year low",21/11/2012,Down
#Noon Market* KLCI slips to nearly one-year low at mid-day,21/11/2012,Down
Noon Market: KLCI slips to nearly one-year low at mid-day,21/11/2012,Down
"#Mid-Morning Market* KLCI stays muted at mid-morning, lags regional markets",21/11/2012,Down
"Mid-Morning Market: KLCI stays muted at mid-morning, lags regional markets",21/11/2012,Down
#Market Close* KLCI ekes out meagre gain to close higher,20/11/2012,Down
Market Close: KLCI ekes out meagre gain to close higher,20/11/2012,Down
#Market Open* KLCI trends higher in early trade in tandem with regional markets,20/11/2012,Down
Market Open: KLCI trends higher in early trade in tandem with regional markets,20/11/2012,Down
#Noon Market* KLCI falls further on external worry,16/11/2012,Down
Noon Market: KLCI falls further on external worry,16/11/2012,Down
"Noon Market: KLCI mirrors regional losses, second day drop on Wall Street",09/11/2012,Down
"#Noon Market* KLCI mirrors regional losses, second day drop on Wall Street",09/11/2012,Down
"#Stocks to Watch* SapuraKencana, Gamuda, Tiger, Hartalega",05/11/2012,Up
"SapuraKencana, Gamuda, Tiger, Hartalega",05/11/2012,Up
Decent 3rd quarter earnings outlook,05/11/2012,Up
"#Hot Stock* Top Glove jumps 2% on cheaper latex, stable forex",23/10/2012,Up
"Hot Stock: Top Glove jumps 2% on cheaper latex, stable forex",23/10/2012,Up
"KLCI edges up in early trade, stays firm above 1,666-level",22/10/2012,Up
"KLCI edges up in early trade, stays firm above 1,666-level",22/10/2012,Up
"KLCI pares gains after climbing to all time high, Astro ends flat",19/10/2012,Down
"KLCI pares gains after climbing to all time high, Astro ends flat",19/10/2012,Down
"KLCI stays above 1,660–level at mid-morning, blue chips lift",18/10/2012,Down
"KLCI stays above 1,660–level at mid-morning, blue chips lift",18/10/2012,Down
Semperit happy with strategic stake in Latexx,18/10/2012,Down
Strong headwinds ahead for Top Glove,18/10/2012,Down
"#Stocks to Watch* Mah Sing, Encorp, Hua Yang, Top Glove, SapuraKencana Petroleum",17/10/2012,Up
"Mah Sing, Encorp, Hua Yang, Top Glove, SapuraCrest Petroleum",17/10/2012,Up
"KLCI closes higher, crosses 1,660-level",17/10/2012,Up
"KLCI closes higher, crosses 1,660-level",17/10/2012,Up
Main Market penny stocks in active trade,17/10/2012,Up
"KLCI extends gains at mid-day break, Maybank lifts",17/10/2012,Up
"KLCI extends gains at mid-day break, Maybank lifts",17/10/2012,Up
#Exclusive* Top Glove: Indonesian plantation cash-flow positive in 10 years,17/10/2012,Up
Exclusive: Top Glove: Indonesian plantation cash-flow positive in 10 years,17/10/2012,Up
"KLCI stays in the black at mid-morning, Asian markets rise",17/10/2012,Up
"KLCI stays in the black at mid-morning, Asian markets rise",17/10/2012,Up
"Top Glove climbs 1.3% on profit, target price upgrades",17/10/2012,Up
Top Glove sees more M&A in the industry,17/10/2012,Up
"KLCI edges up in early trade, sentiment remains cautious",17/10/2012,Up
"KLCI edges up in early trade, sentiment remains cautious",17/10/2012,Up
"#Stocks to Watch* DRB-Hicom, Time dotCom, Glomac, and Top Glove",16/10/2012,Up
"DRB-Hicom, Time dotCom, Glomac, and Top Glove",16/10/2012,Up
"Top Glove earmarks RM200m capex, open to acquisitions",16/10/2012,Up
Top Glove benefits from better conditions,15/10/2012,Down
KLCI falls 6.8 points week-on-week,12/10/2012,Down
KLCI falls 6.8 points week-on-week,12/10/2012,Down
KLCI holds meagre gains at mid-day break,12/10/2012,Down
KLCI holds meagre gains at mid-day break,12/10/2012,Down
"KLCI reverses loss at mid-morning, select blue chips lift",12/10/2012,Down
"KLCI reverses loss at mid-morning, select blue chips lift",12/10/2012,Down
"#Hot Stock* Top Glove rises on higher earnings, dividends",12/10/2012,Down
"Hot Stock: Top Glove rises on higher earnings, dividends",12/10/2012,Down
Analysts optimistic Top Glove’s earnings sustainable,12/10/2012,Down
"#Stocks to Watch* Top Glove, Alam Maritim, plantations, technology",11/10/2012,Up
"Top Glove, Alam Maritim, plantations, technology",11/10/2012,Up
Top Glove 4Q net profit surges to RM63.51m,11/10/2012,Up
A potentially satisfying year for Top Glove,11/10/2012,Up
"#Stocks to Watch* Top Glove, Golsta, Asia Media, Pharmaniaga",10/10/2012,Down
"Top Glove, Golsta, Asia Media, Pharmaniaga",10/10/2012,Down
Latexx takeover to spur industry re-rating,10/10/2012,Down
#Hot Stock* IRCB active on takeover rumour after Latexx,09/10/2012,Up
Hot Stock: IRCB active on takeover rumour after Latexx,09/10/2012,Up
"Supermax, Kossan may see rating raised after Latexx",09/10/2012,Up
Semperit to buy out Latexx,09/10/2012,Up
"Rubber glove shares up on M&A, macro updates",08/10/2012,Up
#Update* Latexx gets RM603m takeover offer from Semperit at RM2.30 per share,08/10/2012,Up
Daibochi M&A to pack a punch,04/10/2012,Down
Adventa up 8 sen on cash distribution news,04/10/2012,Down
"#Hot stocks* Adventa up on cash distribution, Top Glove rises too",03/10/2012,Down
"Hot stocks: Adventa up on cash distribution, Top Glove rises too",03/10/2012,Down
"Glove stocks rise, possibly due to WHO alert",02/10/2012,Up
"KLCI rises above 1,640-level on first trading day of 4Q",01/10/2012,Up
"KLCI rises above 1,640-level on first trading day of 4Q",01/10/2012,Up
Glove counters up possibly on WHO disease alert,01/10/2012,Up
"KLCI climbs at mid-day break, blue chips lift",01/10/2012,Up
"KLCI climbs at mid-day break, blue chips lift",01/10/2012,Up
"KLCI reverses gains, falls at mid-morning on external woes",01/10/2012,Up
"KLCI reverses gains, falls at mid-morning on external woes",01/10/2012,Up
KLCI starts 4Q on positive note,01/10/2012,Up
KLCI starts 4Q on positive note,01/10/2012,Up
KLCI ends 3Q on positive note,28/09/2012,Up
KLCI ends 3Q on positive note,28/09/2012,Up
"KLCI edges past 1,630-level in early trade",28/09/2012,Up
"KLCI edges past 1,630-level in early trade",28/09/2012,Up
Rat Race 2012 raises record RM2.2m,26/09/2012,Up
"KLCI rises firmly but stays shy of 1,620-level",25/09/2012,Up
"KLCI rises firmly but stays shy of 1,620-level",25/09/2012,Up
"KLCI claws back, crosses 1,620-level at mid-day",25/09/2012,Up
"KLCI claws back, crosses 1,620-level at mid-day",25/09/2012,Up
Rat Race 2012: See you at the race,25/09/2012,Up
Glove makers hope 2013 Budget provides incentives for the rubber glove industry,21/09/2012,Down
MIDF Research upgrades Rubber Glove sector to Positive,19/09/2012,Down
KLCI extends loss for third day,12/09/2012,Up
KLCI extends loss for third day,12/09/2012,Up
KLCI stays in the red at mid-day in choppy trade,12/09/2012,Up
KLCI stays in the red at mid-day in choppy trade,12/09/2012,Up
KLCI stays in the red at mid-morning,12/09/2012,Up
KLCI stays in the red at mid-morning,12/09/2012,Up
"Kossan: Sustainable growth, prudent expansion",11/09/2012,Down
Hartalega more than meets the eye,10/09/2012,Down
"ECM Libra Research downgrades Maxis, Top Glove to Sell",10/09/2012,Down
"KLCI closes higher, but lags Asian markets",07/09/2012,Down
"KLCI closes higher, but lags Asian markets",07/09/2012,Down
KLCI rebounds at noon as Asian markets jump,07/09/2012,Down
KLCI rebounds at noon as Asian markets jump,07/09/2012,Down
Top Glove rises ahead of 4Q results,07/09/2012,Down
KLCI ekes out meager gains at mid-morning,07/09/2012,Down
KLCI ekes out meager gains at mid-morning,07/09/2012,Down
Glovemakers plan RM500m automation,05/09/2012,Down
