original,Headline,date,Price movement 
Hwang DBS Vickers Research: Bulls may make early return,Hwang DBS Vickers Research: Bulls may make early return,06/10/2010,Down
"Asian markets rally, KLCI above 1,470","Asian markets rally, KLCI above 1,470",04/10/2010,Up
"Asian markets rally, KLCI above 1,470","Asian markets rally, KLCI above 1,470",04/10/2010,Up
"Robert Levitt, a contrarian fund manager","Robert Levitt, a contrarian fund manager",04/10/2010,Up
"Robert Levitt, a contrarian fund manager","Robert Levitt, a contrarian fund manager",04/10/2010,Up
Levitt’s picks in Malaysia,Levitt’s picks in Malaysia,04/10/2010,Up
"FBM KLCI breaches 1,470 level","FBM KLCI breaches 1,470 level",04/10/2010,Up
"KLCI opens on firm note, CIMB, Maybank up","KLCI opens on firm note, CIMB, Maybank up",04/10/2010,Up
Glove makers advance after CIMB Research maintains overweight on sector,Glove makers advance after CIMB Research maintains overweight on sector,01/10/2010,Up
"KLCI closes marginally higher, up 41 points in Sept","KLCI closes marginally higher, up 41 points in Sept",30/09/2010,Up
Top Glove expecting weaker earnings,Top Glove expecting weaker earnings,29/09/2010,Down
RHB Research downgrades Top Glove to Underperform,RHB Research downgrades Top Glove to Underperform,28/09/2010,Up
Asian markets to rebound on US gains,Asian markets to rebound on US gains,27/09/2010,Up
FBM KLCI up in early trade,FBM KLCI up in early trade,27/09/2010,Up
"FBM KLCI slips below 1,460-point level","FBM KLCI slips below 1,460-point level",24/09/2010,Down
FBM KLCI stays in the red at mid-day,FBM KLCI stays in the red at mid-day,24/09/2010,Down
FBM KLCI stays in the red at mid-day,FBM KLCI stays in the red at mid-day,24/09/2010,Down
Mild pullback on blue chips,Mild pullback on blue chips,23/09/2010,Up
Mild pullback on blue chips,Mild pullback on blue chips,23/09/2010,Up
"Infra, construction and property stocks shine in dull market","Infra, construction and property stocks shine in dull market",23/09/2010,Up
"FBM KLCI slips below 1,470-level at mid-morning","FBM KLCI slips below 1,470-level at mid-morning",23/09/2010,Up
Infrastructure players ride high on ETP hopes,Infrastructure players ride high on ETP hopes,22/09/2010,Down
Infrastructure players ride high on ETP hopes,Infrastructure players ride high on ETP hopes,22/09/2010,Down
"Genting, BAT nudge FBM KLCI higher","Genting, BAT nudge FBM KLCI higher",21/09/2010,Down
"Genting, BAT nudge FBM KLCI higher","Genting, BAT nudge FBM KLCI higher",21/09/2010,Down
Glove makers decline after OSK Research downgrades sector to neutral,Glove makers decline after OSK Research downgrades sector to neutral,21/09/2010,Down
Winners and losers from a stronger ringgit,Winners and losers from a stronger ringgit,17/09/2010,Down
"KLCI slips into the red, DiGi, MISC weigh","KLCI slips into the red, DiGi, MISC weigh",17/09/2010,Down
FBM KLCI rises to highest level since Jan 2008,FBM KLCI rises to highest level since Jan 2008,14/09/2010,Down
Glove makers advance in early trade,Glove makers advance in early trade,14/09/2010,Down
FBM KLCI surges on fund buying,FBM KLCI surges on fund buying,13/09/2010,Up
FBM KLCI rises to highest level since Jan 2008,FBM KLCI rises to highest level since Jan 2008,13/09/2010,Up
FBM KLCI rises to highest level since Jan 2008,FBM KLCI rises to highest level since Jan 2008,13/09/2010,Up
"FBM KLCI nears 1,450 in early trade","FBM KLCI nears 1,450 in early trade",13/09/2010,Up
"FBM KLCI nears 1,450 in early trade","FBM KLCI nears 1,450 in early trade",13/09/2010,Up
"Tenaga, Axiata power market rally in early trade","Tenaga, Axiata power market rally in early trade",13/09/2010,Up
Corporate: Glove companies remain highly profitable,Corporate: Glove companies remain highly profitable,12/09/2010,#N/A
Capital: Warrants/Loan Stocks Update-- Potential upside for Kossan-CA,Capital: Warrants/Loan Stocks Update-- Potential upside for Kossan-CA,12/09/2010,#N/A
FBM KLCI snaps losing streak,FBM KLCI snaps losing streak,09/09/2010,Up
FBM KLCI snaps losing streak,FBM KLCI snaps losing streak,09/09/2010,Up
Glove makers continue to fall as risks weigh,Glove makers continue to fall as risks weigh,08/09/2010,Up
Glove makers continue to fall as risks weigh,Glove makers continue to fall as risks weigh,08/09/2010,Up
FBM KLCI extends losses for fourth day,FBM KLCI extends losses for fourth day,08/09/2010,Up
FBM KLCI falls in early trade,FBM KLCI falls in early trade,08/09/2010,Up
Top Glove top loser among glove makers,Top Glove top loser among glove makers,07/09/2010,Down
"KLCI eases, glove makers fall","KLCI eases, glove makers fall",07/09/2010,Down
Investors unconvinced despite glovemakers’ strong earnings in latest quarter,Investors unconvinced despite glovemakers’ strong earnings in latest quarter,07/09/2010,Down
Investors unconvinced despite glovemakers’ strong earnings,Investors unconvinced despite glovemakers’ strong earnings,07/09/2010,Down
Big caps to the rescue,Big caps to the rescue,03/09/2010,Up
Local support expected to lift market,Local support expected to lift market,02/09/2010,Down
FBM KLCI extends gains for fifth day,FBM KLCI extends gains for fifth day,02/09/2010,Down
FBM KLCI extends gains for fifth day,FBM KLCI extends gains for fifth day,02/09/2010,Down
Special Focus: Top Glove stretches global reach,Special Focus: Top Glove stretches global reach,29/08/2010,#N/A
Corporate: Kossan weathers glove downturn better than its bigger peers,Corporate: Kossan weathers glove downturn better than its bigger peers,29/08/2010,#N/A
Supermax’s Thai dismisses concerns on demand for gloves,Supermax’s Thai dismisses concerns on demand for gloves,27/08/2010,Down
Glovemakers slide further on more negative developments,Glovemakers slide further on more negative developments,26/08/2010,Down
Late buying of Axiata pushes KLCI to fresh 30-month high,Late buying of Axiata pushes KLCI to fresh 30-month high,24/08/2010,Down
"FBM KLCI bucks regionals, clings on to 1,400","FBM KLCI bucks regionals, clings on to 1,400",23/08/2010,Up
"FBM KLCI holding steady above 1,400","FBM KLCI holding steady above 1,400",23/08/2010,Up
"FBM KLCI holding steady above 1,400","FBM KLCI holding steady above 1,400",23/08/2010,Up
City & Country: Moving with the times,City & Country: Moving with the times,22/08/2010,#N/A
Ringgit strengthens: Who wins & loses?,Ringgit strengthens: Who wins & loses?,20/08/2010,Up
Top Glove sees 8%-10% demand growth,Top Glove sees 8%-10% demand growth,20/08/2010,Up
Corporate: Adventa positions itself as healthcare company,Corporate: Adventa positions itself as healthcare company,15/08/2010,#N/A
"Glovemakers continue to fall, Kossan bucks trend","Glovemakers continue to fall, Kossan bucks trend",13/08/2010,Up
"Asian markets slump on Japan, China slowdown","Asian markets slump on Japan, China slowdown",12/08/2010,Up
Hartalega’s earnings growth trend,Hartalega’s earnings growth trend,12/08/2010,Up
OSK Research maintains overweight on rubber glove industry,OSK Research maintains overweight on rubber glove industry,12/08/2010,Up
"FBM KLCI falls below 1,350-level","FBM KLCI falls below 1,350-level",12/08/2010,Up
FBM KLCI stays in the red at mid-morning,FBM KLCI stays in the red at mid-morning,11/08/2010,Down
FBM KLCI extends loss in early trade,FBM KLCI extends loss in early trade,11/08/2010,Down
AmResearch reaffirms underweight on glove makers,AmResearch reaffirms underweight on glove makers,11/08/2010,Down
Latexx gains the upper hand on margin pressure,Latexx gains the upper hand on margin pressure,10/08/2010,Down
Headwinds ahead,Headwinds ahead,10/08/2010,Down
Headwinds ahead,Headwinds ahead,10/08/2010,Down
Asian markets ease on China housing data,Asian markets ease on China housing data,10/08/2010,Down
FBM KLCI slightly up in early trade,FBM KLCI slightly up in early trade,10/08/2010,Down
Blue chips eke out marginal gains,Blue chips eke out marginal gains,09/08/2010,Up
Blue chips eke out marginal gains,Blue chips eke out marginal gains,09/08/2010,Up
Wealth effect to drive healthcare,Wealth effect to drive healthcare,09/08/2010,Up
"FBM KLCI falls below 1,360 midday","FBM KLCI falls below 1,360 midday",09/08/2010,Up
Gloves fall on downgrade,Gloves fall on downgrade,09/08/2010,Up
Gloves fall on downgrade,Gloves fall on downgrade,09/08/2010,Up
FBM KLCI lower at mid-morning,FBM KLCI lower at mid-morning,09/08/2010,Up
Special Focus: Rat Race fashion runs gamut from formal to quirky,Special Focus: Rat Race fashion runs gamut from formal to quirky,08/08/2010,#N/A
"Asian markets fluctuate; FBM KLCI stays above 1,360-level","Asian markets fluctuate; FBM KLCI stays above 1,360-level",06/08/2010,Down
"Asian markets fluctuate; FBM KLCI stays above 1,360-level","Asian markets fluctuate; FBM KLCI stays above 1,360-level",06/08/2010,Down
Who are winners and losers of a stronger ringgit?,Who are winners and losers of a stronger ringgit?,04/08/2010,Down
Who are winners and losers of a stronger ringgit?,Who are winners and losers of a stronger ringgit?,04/08/2010,Down
FBM KLCI declines in early trade,FBM KLCI declines in early trade,04/08/2010,Down
Rat Race: Corporate M'sia returns with a bang for KL Rat Race,Rat Race: Corporate M'sia returns with a bang for KL Rat Race,03/08/2010,Up
Rat Race 2010: Corporate M'sia returns with a bang for KL Rat Race,Rat Race 2010: Corporate M'sia returns with a bang for KL Rat Race,03/08/2010,Up
"OSK Research — Sell small, buy big","OSK Research — Sell small, buy big",03/08/2010,Up
"Market shrugs off early caution, Axiata lifts","Market shrugs off early caution, Axiata lifts",29/07/2010,Down
"Market shrugs off early caution, Axiata lifts","Market shrugs off early caution, Axiata lifts",29/07/2010,Down
Top Glove up on positive outlook for sector,Top Glove up on positive outlook for sector,29/07/2010,Down
Blue chips eke out marginal gains,Blue chips eke out marginal gains,27/07/2010,Up
Blue chips eke out marginal gains,Blue chips eke out marginal gains,27/07/2010,Up
"FBM KLCI in the red, but above 1,350","FBM KLCI in the red, but above 1,350",27/07/2010,Up
"FBM KLCI in the red, but above 1,350","FBM KLCI in the red, but above 1,350",27/07/2010,Up
RM1.54m raised for charity as race nears,RM1.54m raised for charity as race nears,26/07/2010,Down
My Say: Tough communication job ahead,My Say: Tough communication job ahead,25/07/2010,#N/A
FBM KLCI opens higher,FBM KLCI opens higher,23/07/2010,Up
"Sime, banks weigh on blue chips","Sime, banks weigh on blue chips",22/07/2010,Up
"Sime, banks weigh on blue chips","Sime, banks weigh on blue chips",22/07/2010,Up
Glove makers slip in early trade,Glove makers slip in early trade,22/07/2010,Up
CIMB Retail Research: Sell on Top Glove,CIMB Retail Research: Sell on Top Glove,22/07/2010,Up
"Plantations, Tenaga weigh on FBM KLCI","Plantations, Tenaga weigh on FBM KLCI",19/07/2010,Down
"Plantations, Tenaga weigh on FBM KLCI","Plantations, Tenaga weigh on FBM KLCI",19/07/2010,Down
Lace up those trainers and grab your briefcase for charity,Lace up those trainers and grab your briefcase for charity,19/07/2010,Down
FBM KLCI opens lower,FBM KLCI opens lower,16/07/2010,Down
FBM KLCI opens in the red,FBM KLCI opens in the red,15/07/2010,Down
FBM KLCI at 2-month high,FBM KLCI at 2-month high,14/07/2010,Up
FBM KLCI at 2-month high,FBM KLCI at 2-month high,14/07/2010,Up
Hartalega bullish after Tillotson suit dismissal,Hartalega bullish after Tillotson suit dismissal,12/07/2010,Up
KLCI bounces from slight drop at opening,KLCI bounces from slight drop at opening,12/07/2010,Up
"Sime Darby, CIMB lift FBM KLCI","Sime Darby, CIMB lift FBM KLCI",08/07/2010,Up
Asian markets advance,Asian markets advance,08/07/2010,Up
FBM KLCI up in early trade,FBM KLCI up in early trade,08/07/2010,Up
Top Glove settles with Tillotson,Top Glove settles with Tillotson,07/07/2010,Up
FBM KLCI in the red at mid-morning,FBM KLCI in the red at mid-morning,07/07/2010,Up
Global economy worries weigh on Asian markets,Global economy worries weigh on Asian markets,02/07/2010,Up
Global economy worries weigh on Asian markets,Global economy worries weigh on Asian markets,02/07/2010,Up
Asian markets fall on China slowdown,Asian markets fall on China slowdown,01/07/2010,Down
Asian markets fall on China slowdown,Asian markets fall on China slowdown,01/07/2010,Down
Glove makers decline in early trade,Glove makers decline in early trade,30/06/2010,Down
FBM KLCI extends losses in early trade,FBM KLCI extends losses in early trade,30/06/2010,Down
Glove makers advance on demand outlook,Glove makers advance on demand outlook,29/06/2010,Up
FBM KLCI stays in positive territory at mid-morning,FBM KLCI stays in positive territory at mid-morning,29/06/2010,Up
FBM KLCI stays positive,FBM KLCI stays positive,29/06/2010,Up
Berjaya Corp falls to lowest since February,Berjaya Corp falls to lowest since February,28/06/2010,Up
Berjaya group stocks in focus,Berjaya group stocks in focus,28/06/2010,Up
Berjaya group stocks in focus,Berjaya group stocks in focus,28/06/2010,Up
Cautious start to the week,Cautious start to the week,28/06/2010,Up
Cautious start to the week,Cautious start to the week,28/06/2010,Up
On the burner: What's happening,On the burner: What's happening,27/06/2010,#N/A
Top Glove expects FY10 earnings to rise 70% from FY09,Top Glove expects FY10 earnings to rise 70% from FY09,25/06/2010,Up
"#Stocks to watch:* EON Cap, SapuraCrest, Gamuda, SEGi","#Stocks to watch:* EON Cap, SapuraCrest, Gamuda, SEGi",25/06/2010,Up
#Flash* Top Glove sees FY10 earnings up 70% on-yr,#Flash* Top Glove sees FY10 earnings up 70% on-yr,24/06/2010,Up
Demand of rubber gloves still ahead of supply,Demand of rubber gloves still ahead of supply,23/06/2010,Up
Winners of a stronger ringgit,Winners of a stronger ringgit,22/06/2010,Up
"Asian markets retreat, doubts on yuan","Asian markets retreat, doubts on yuan",22/06/2010,Up
"Asian markets retreat, doubts on yuan","Asian markets retreat, doubts on yuan",22/06/2010,Up
